pickup_mon,mon_amount
1,15.531908940400642
2,18.53332622669898
3,19.00960252680371
4,19.15077436058535
5,19.4890358075685
6,19.635454853569822
7,19.53129587058781
8,19.600494636486
9,19.856166400404316
10,19.707835011265878
11,19.34686221936333
12,19.5293736556496
